897,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Bau, Architektur",2052
898,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Hotel, Gaststaetten, Tourismus, Kunst, Kultur, Freizeit",1056
899,2025-03-04 19:15:58.863996,Schleswig-Holstein,"IT, Computer, Telekommunikation",342
900,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Landwirtschaft, Forstwirtschaft, Gartenbau",346
901,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Management, Beratung, Recht, Steuern",1880
902,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Medien, Informationsdienste",5
903,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Metall, Maschinenbau, Anlagenbau",624
904,2025-03-04 19:15:58.863996,Schleswig-Holstein,Konsum- und Gebrauchsgueter,62
905,2025-03-04 19:15:58.863996,Schleswig-Holstein,Nahrungs- / Genussmittelherstellung,369
906,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Oeffentlicher Dienst, Organisationen",629
907,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Papier, Druck, Verpackung",86
908,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Chemie, Pharma, Biotechnologie",153
909,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Rohstoffgewinnung, Rohstoffaufbereitung",5
910,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Logistik, Transport, Verkehr",445
911,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Abfallwirtschaft, Energieversorgung, Wasserversorgung",231
912,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Sicherheits-, Reinigungs- oder Reparaturdienstleistungen",569
913,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Werbung, Oeffentlichkeitsarbeit",35
914,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Wissenschaft, Forschung, Entwicklung",25
915,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Arbeitsvermittlung, privat",27
916,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Arbeitnehmerueberlassung, Zeitarbeit",4873
917,2025-03-04 19:15:58.863996,Schleswig-Holstein,Sonstige Dienstleistungen,691
918,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Elektro, Feinmechanik, Optik, Medizintechnik",329
919,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Bildung, Erziehung, Unterricht",371
920,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Fahrzeugbau, Fahrzeuginstandhaltung",449
921,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Banken, Finanzdienstleistungen, Immobilien, Versicherungen",302
922,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Gesundheit, Soziales",3098
923,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Rohstoffverarbeitung, Glas, Keramik, Kunststoff, Holz",177
924,2025-03-04 19:15:58.863996,Schleswig-Holstein,"Einzelhandel, Grosshandel, Aussenhandel",2620
925,2025-03-04 19:15:58.863996,Hamburg,"Bau, Architektur",1432
926,2025-03-04 19:15:58.863996,Hamburg,"Hotel, Gaststaetten, Tourismus, Kunst, Kultur, Freizeit",401
927,2025-03-04 19:15:58.863996,Hamburg,"IT, Computer, Telekommunikation",711
928,2025-03-04 19:15:58.863996,Hamburg,"Landwirtschaft, Forstwirtschaft, Gartenbau",52
929,2025-03-04 19:15:58.863996,Hamburg,"Management, Beratung, Recht, Steuern",1460
930,2025-03-04 19:15:58.863996,Hamburg,"Medien, Informationsdienste",25
931,2025-03-04 19:15:58.863996,Hamburg,"Metall, Maschinenbau, Anlagenbau",302
932,2025-03-04 19:15:58.863996,Hamburg,Konsum- und Gebrauchsgueter,17
933,2025-03-04 19:15:58.863996,Hamburg,Nahrungs- / Genussmittelherstellung,96
934,2025-03-04 19:15:58.863996,Hamburg,"Oeffentlicher Dienst, Organisationen",108
935,2025-03-04 19:15:58.863996,Hamburg,"Papier, Druck, Verpackung",16
936,2025-03-04 19:15:58.863996,Hamburg,"Chemie, Pharma, Biotechnologie",116
937,2025-03-04 19:15:58.863996,Hamburg,"Logistik, Transport, Verkehr",655
938,2025-03-04 19:15:58.863996,Hamburg,"Abfallwirtschaft, Energieversorgung, Wasserversorgung",181
939,2025-03-04 19:15:58.863996,Hamburg,"Sicherheits-, Reinigungs- oder Reparaturdienstleistungen",353
940,2025-03-04 19:15:58.863996,Hamburg,"Werbung, Oeffentlichkeitsarbeit",58
941,2025-03-04 19:15:58.863996,Hamburg,"Wissenschaft, Forschung, Entwicklung",48
942,2025-03-04 19:15:58.863996,Hamburg,"",62
943,2025-03-04 19:15:58.863996,Hamburg,"Arbeitsvermittlung, privat",27
944,2025-03-04 19:15:58.863996,Hamburg,"Arbeitnehmerueberlassung, Zeitarbeit",5740
945,2025-03-04 19:15:58.863996,Hamburg,Sonstige Dienstleistungen,385
946,2025-03-04 19:15:58.863996,Hamburg,"Elektro, Feinmechanik, Optik, Medizintechnik",158
947,2025-03-04 19:15:58.863996,Hamburg,"Bildung, Erziehung, Unterricht",303
948,2025-03-04 19:15:58.863996,Hamburg,"Fahrzeugbau, Fahrzeuginstandhaltung",191
949,2025-03-04 19:15:58.863996,Hamburg,"Banken, Finanzdienstleistungen, Immobilien, Versicherungen",332
950,2025-03-04 19:15:58.863996,Hamburg,"Gesundheit, Soziales",851
951,2025-03-04 19:15:58.863996,Hamburg,"Rohstoffverarbeitung, Glas, Keramik, Kunststoff, Holz",63
952,2025-03-04 19:15:58.863996,Hamburg,"Einzelhandel, Grosshandel, Aussenhandel",1487
953,2025-03-04 19:15:58.863996,Niedersachsen,"Bau, Architektur",5613
954,2025-03-04 19:15:58.863996,Niedersachsen,"Hotel, Gaststaetten, Tourismus, Kunst, Kultur, Freizeit",2518
955,2025-03-04 19:15:58.863996,Niedersachsen,"IT, Computer, Telekommunikation",1205
956,2025-03-04 19:15:58.863996,Niedersachsen,"Landwirtschaft, Forstwirtschaft, Gartenbau",876
957,2025-03-04 19:15:58.863996,Niedersachsen,"Management, Beratung, Recht, Steuern",4829
958,2025-03-04 19:15:58.863996,Niedersachsen,"Medien, Informationsdienste",64
959,2025-03-04 19:15:58.863996,Niedersachsen,"Metall, Maschinenbau, Anlagenbau",2095
960,2025-03-04 19:15:58.863996,Niedersachsen,Konsum- und Gebrauchsgueter,95
961,2025-03-04 19:15:58.863996,Niedersachsen,Nahrungs- / Genussmittelherstellung,1235
962,2025-03-04 19:15:58.863996,Niedersachsen,"Oeffentlicher Dienst, Organisationen",1387
963,2025-03-04 19:15:58.863996,Niedersachsen,"Papier, Druck, Verpackung",168
964,2025-03-04 19:15:58.863996,Niedersachsen,"Chemie, Pharma, Biotechnologie",323
965,2025-03-04 19:15:58.863996,Niedersachsen,"Rohstoffgewinnung, Rohstoffaufbereitung",87
966,2025-03-04 19:15:58.863996,Niedersachsen,"Logistik, Transport, Verkehr",1447
967,2025-03-04 19:15:58.863996,Niedersachsen,"Abfallwirtschaft, Energieversorgung, Wasserversorgung",572
968,2025-03-04 19:15:58.863996,Niedersachsen,"Sicherheits-, Reinigungs- oder Reparaturdienstleistungen",1246
969,2025-03-04 19:15:58.863996,Niedersachsen,"Werbung, Oeffentlichkeitsarbeit",155
970,2025-03-04 19:15:58.863996,Niedersachsen,"Wissenschaft, Forschung, Entwicklung",115
971,2025-03-04 19:15:58.863996,Niedersachsen,"Arbeitsvermittlung, privat",62
972,2025-03-04 19:15:58.863996,Niedersachsen,"Arbeitnehmerueberlassung, Zeitarbeit",19497
973,2025-03-04 19:15:58.863996,Niedersachsen,Sonstige Dienstleistungen,1743
974,2025-03-04 19:15:58.863996,Niedersachsen,"Elektro, Feinmechanik, Optik, Medizintechnik",564
975,2025-03-04 19:15:58.863996,Niedersachsen,"Bildung, Erziehung, Unterricht",808
976,2025-03-04 19:15:58.863996,Niedersachsen,"Fahrzeugbau, Fahrzeuginstandhaltung",1263
1223,2025-03-04 19:15:58.863996,Brandenburg,"",13
977,2025-03-04 19:15:58.863996,Niedersachsen,"Banken, Finanzdienstleistungen, Immobilien, Versicherungen",768
978,2025-03-04 19:15:58.863996,Niedersachsen,"Gesundheit, Soziales",7981
979,2025-03-04 19:15:58.863996,Niedersachsen,"Rohstoffverarbeitung, Glas, Keramik, Kunststoff, Holz",979
980,2025-03-04 19:15:58.863996,Niedersachsen,"Einzelhandel, Grosshandel, Aussenhandel",6906
981,2025-03-04 19:15:58.863996,Bremen,"Bau, Architektur",676
982,2025-03-04 19:15:58.863996,Bremen,"Hotel, Gaststaetten, Tourismus, Kunst, Kultur, Freizeit",194
983,2025-03-04 19:15:58.863996,Bremen,"IT, Computer, Telekommunikation",239
984,2025-03-04 19:15:58.863996,Bremen,"Landwirtschaft, Forstwirtschaft, Gartenbau",30
985,2025-03-04 19:15:58.863996,Bremen,"Management, Beratung, Recht, Steuern",609
986,2025-03-04 19:15:58.863996,Bremen,"Medien, Informationsdienste",14
